1990
Bola
Quadra esportiva
Brasil
Jogos Olímpicos
Desporto
Tênis
Futebol
6 de setembro
Instituto Nacional da Propriedade Industrial (Brasil)
5 de dezembro
1991
Suzano
São Paulo (estado)
19 de fevereiro
2001
Rede
Trave
Pênalti
Gol
Wayback Machine
